filename,semester,course,instructor,question_number,question_text,response_option,weight,frequency,percentage,response_rate,mean,std,median
KOREAN-101-003_Kim__Eunyoung_Fall_2023.html,Fall 2023,KOREAN-101-003 : ELEMENTARY KOREAN.KOREAN-101-003.,Eunyoung Kim,8,The course was difficult.,Agree,(4),4,30.77%,13/17 (76.47%),3.46,0.97,3.00
KOREAN-101-003_Kim__Eunyoung_Fall_2023.html,Fall 2023,KOREAN-101-003 : ELEMENTARY KOREAN.KOREAN-101-003.,Eunyoung Kim,8,The course was difficult.,Strongly agree,(5),2,15.38%,13/17 (76.47%),3.46,0.97,3.00
KOREAN-101-003_Kim__Eunyoung_Fall_2023.html,Fall 2023,KOREAN-101-003 : ELEMENTARY KOREAN.KOREAN-101-003.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,1,(1),1,7.69%,13/17 (76.47%),5.08,2.50,5.00
KOREAN-101-003_Kim__Eunyoung_Fall_2023.html,Fall 2023,KOREAN-101-003 : ELEMENTARY KOREAN.KOREAN-101-003.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,2,(2),1,7.69%,13/17 (76.47%),5.08,2.50,5.00
KOREAN-101-003_Kim__Eunyoung_Fall_2023.html,Fall 2023,KOREAN-101-003 : ELEMENTARY KOREAN.KOREAN-101-003.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,3,(3),2,15.38%,13/17 (76.47%),5.08,2.50,5.00
KOREAN-101-003_Kim__Eunyoung_Fall_2023.html,Fall 2023,KOREAN-101-003 : ELEMENTARY KOREAN.KOREAN-101-003.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,4,(4),1,7.69%,13/17 (76.47%),5.08,2.50,5.00
KOREAN-101-003_Kim__Eunyoung_Fall_2023.html,Fall 2023,KOREAN-101-003 : ELEMENTARY KOREAN.KOREAN-101-003.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,5,(5),2,15.38%,13/17 (76.47%),5.08,2.50,5.00
KOREAN-101-003_Kim__Eunyoung_Fall_2023.html,Fall 2023,KOREAN-101-003 : ELEMENTARY KOREAN.KOREAN-101-003.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,6,(6),3,23.08%,13/17 (76.47%),5.08,2.50,5.00
KOREAN-101-003_Kim__Eunyoung_Fall_2023.html,Fall 2023,KOREAN-101-003 : ELEMENTARY KOREAN.KOREAN-101-003.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,7,(7),1,7.69%,13/17 (76.47%),5.08,2.50,5.00
KOREAN-101-003_Kim__Eunyoung_Fall_2023.html,Fall 2023,KOREAN-101-003 : ELEMENTARY KOREAN.KOREAN-101-003.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,8,(8),1,7.69%,13/17 (76.47%),5.08,2.50,5.00
KOREAN-101-003_Kim__Eunyoung_Fall_2023.html,Fall 2023,KOREAN-101-003 : ELEMENTARY KOREAN.KOREAN-101-003.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,9,(9),0,0.00%,13/17 (76.47%),5.08,2.50,5.00
KOREAN-101-003_Kim__Eunyoung_Fall_2023.html,Fall 2023,KOREAN-101-003 : ELEMENTARY KOREAN.KOREAN-101-003.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,10+,(10),1,7.69%,13/17 (76.47%),5.08,2.50,5.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,,,
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,,,
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Poor,(1),0,0.00%,12/18 (66.67%),4.67,0.49,5.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Marginal,(2),0,0.00%,12/18 (66.67%),4.67,0.49,5.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Average,(3),0,0.00%,12/18 (66.67%),4.67,0.49,5.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Very Good,(4),4,33.33%,12/18 (66.67%),4.67,0.49,5.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Excellent,(5),8,66.67%,12/18 (66.67%),4.67,0.49,5.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,,,
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Poor,(1),0,0.00%,12/18 (66.67%),4.83,0.39,5.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Marginal,(2),0,0.00%,12/18 (66.67%),4.83,0.39,5.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Average,(3),0,0.00%,12/18 (66.67%),4.83,0.39,5.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Very Good,(4),2,16.67%,12/18 (66.67%),4.83,0.39,5.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Excellent,(5),10,83.33%,12/18 (66.67%),4.83,0.39,5.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",Poor,(1),0,0.00%,12/18 (66.67%),5.00,0.00,5.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",Marginal,(2),0,0.00%,12/18 (66.67%),5.00,0.00,5.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",Average,(3),0,0.00%,12/18 (66.67%),5.00,0.00,5.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",Very Good,(4),0,0.00%,12/18 (66.67%),5.00,0.00,5.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",Excellent,(5),12,100.00%,12/18 (66.67%),5.00,0.00,5.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,,,
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,8,The course was difficult.,Strongly disagree,(1),0,0.00%,12/18 (66.67%),3.00,0.85,3.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,8,The course was difficult.,Disagree,(2),4,33.33%,12/18 (66.67%),3.00,0.85,3.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,8,The course was difficult.,Neither agree nor disagree,(3),4,33.33%,12/18 (66.67%),3.00,0.85,3.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,8,The course was difficult.,Agree,(4),4,33.33%,12/18 (66.67%),3.00,0.85,3.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,8,The course was difficult.,Strongly agree,(5),0,0.00%,12/18 (66.67%),3.00,0.85,3.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,1,(1),1,9.09%,11/18 (61.11%),4.82,2.18,5.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,2,(2),0,0.00%,11/18 (61.11%),4.82,2.18,5.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,3,(3),2,18.18%,11/18 (61.11%),4.82,2.18,5.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,4,(4),2,18.18%,11/18 (61.11%),4.82,2.18,5.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,5,(5),3,27.27%,11/18 (61.11%),4.82,2.18,5.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,6,(6),0,0.00%,11/18 (61.11%),4.82,2.18,5.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,7,(7),1,9.09%,11/18 (61.11%),4.82,2.18,5.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,8,(8),2,18.18%,11/18 (61.11%),4.82,2.18,5.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,9,(9),0,0.00%,11/18 (61.11%),4.82,2.18,5.00
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,10+,(10),0,0.00%,11/18 (61.11%),4.82,2.18,5.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,,,
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,,,
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Poor,(1),0,0.00%,5/8 (62.5%),4.60,0.55,5.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Marginal,(2),0,0.00%,5/8 (62.5%),4.60,0.55,5.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Average,(3),0,0.00%,5/8 (62.5%),4.60,0.55,5.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Very Good,(4),2,40.00%,5/8 (62.5%),4.60,0.55,5.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Excellent,(5),3,60.00%,5/8 (62.5%),4.60,0.55,5.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,,,
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Poor,(1),0,0.00%,5/8 (62.5%),4.40,0.55,4.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Marginal,(2),0,0.00%,5/8 (62.5%),4.40,0.55,4.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Average,(3),0,0.00%,5/8 (62.5%),4.40,0.55,4.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Very Good,(4),3,60.00%,5/8 (62.5%),4.40,0.55,4.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Excellent,(5),2,40.00%,5/8 (62.5%),4.40,0.55,4.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",Poor,(1),0,0.00%,5/8 (62.5%),4.80,0.45,5.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",Marginal,(2),0,0.00%,5/8 (62.5%),4.80,0.45,5.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",Average,(3),0,0.00%,5/8 (62.5%),4.80,0.45,5.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",Very Good,(4),1,20.00%,5/8 (62.5%),4.80,0.45,5.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",Excellent,(5),4,80.00%,5/8 (62.5%),4.80,0.45,5.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,,,
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,8,The course was difficult.,Strongly disagree,(1),1,20.00%,5/8 (62.5%),2.80,1.30,3.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,8,The course was difficult.,Disagree,(2),1,20.00%,5/8 (62.5%),2.80,1.30,3.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,8,The course was difficult.,Neither agree nor disagree,(3),1,20.00%,5/8 (62.5%),2.80,1.30,3.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,8,The course was difficult.,Agree,(4),2,40.00%,5/8 (62.5%),2.80,1.30,3.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,8,The course was difficult.,Strongly agree,(5),0,0.00%,5/8 (62.5%),2.80,1.30,3.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,1,(1),1,20.00%,5/8 (62.5%),3.80,1.79,5.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,2,(2),0,0.00%,5/8 (62.5%),3.80,1.79,5.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,3,(3),1,20.00%,5/8 (62.5%),3.80,1.79,5.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,4,(4),0,0.00%,5/8 (62.5%),3.80,1.79,5.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,5,(5),3,60.00%,5/8 (62.5%),3.80,1.79,5.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,6,(6),0,0.00%,5/8 (62.5%),3.80,1.79,5.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,7,(7),0,0.00%,5/8 (62.5%),3.80,1.79,5.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,8,(8),0,0.00%,5/8 (62.5%),3.80,1.79,5.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,9,(9),0,0.00%,5/8 (62.5%),3.80,1.79,5.00
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,10+,(10),0,0.00%,5/8 (62.5%),3.80,1.79,5.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,,,
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,,,
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Poor,(1),0,0.00%,9/11 (81.82%),4.67,0.71,5.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Marginal,(2),0,0.00%,9/11 (81.82%),4.67,0.71,5.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Average,(3),1,11.11%,9/11 (81.82%),4.67,0.71,5.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Very Good,(4),1,11.11%,9/11 (81.82%),4.67,0.71,5.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Excellent,(5),7,77.78%,9/11 (81.82%),4.67,0.71,5.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,,,
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Poor,(1),0,0.00%,9/11 (81.82%),4.78,0.44,5.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Marginal,(2),0,0.00%,9/11 (81.82%),4.78,0.44,5.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Average,(3),0,0.00%,9/11 (81.82%),4.78,0.44,5.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Very Good,(4),2,22.22%,9/11 (81.82%),4.78,0.44,5.00
